time,Global_Irradiance_W_per_m2,Sun_Hours,Temperature_2m_C,WindSpeed_10m_m_s,Irradiance_Index,PV_Energy_Wh
2015-01-01 00:11:00,0.0,0.0,1.59,2.83,0.0,0.0
2015-01-01 01:11:00,0.0,0.0,1.14,2.76,0.0,0.0
2015-01-01 02:11:00,0.0,0.0,0.69,2.83,0.0,0.0
2015-01-01 03:11:00,0.0,0.0,0.31,2.97,0.0,0.0
2015-01-01 04:11:00,0.0,0.0,-0.06,3.1,0.0,0.0
2015-01-01 05:11:00,0.0,0.0,-0.26,3.24,0.0,0.0
2015-01-01 06:11:00,0.0,0.0,-0.26,3.24,0.0,0.0
2015-01-01 07:11:00,0.0,0.0,0.19,3.59,0.0,0.0
2015-01-01 08:11:00,53.35,2.78,0.2,3.72,0.0,9.603
2015-01-01 09:11:00,88.36,8.56,0.73,3.72,0.0,15.9048
2015-01-01 10:11:00,550.84,12.59,1.54,3.31,0.0,99.1512
2015-01-01 11:11:00,280.02,14.55,2.2,4.9,0.0,50.4036
2015-01-01 12:11:00,560.23,14.26,2.72,4.21,0.0,100.8414
2015-01-01 13:11:00,404.55,11.74,2.92,3.59,0.0,72.819
2015-01-01 14:11:00,101.78,7.22,3.02,4.14,0.0,18.3204
2015-01-01 15:11:00,0.0,0.0,2.84,4.21,0.0,0.0
2015-01-01 16:11:00,0.0,0.0,2.63,4.41,0.0,0.0
2015-01-01 17:11:00,0.0,0.0,2.7,4.62,0.0,0.0
2015-01-01 18:11:00,0.0,0.0,2.85,4.9,0.0,0.0
2015-01-01 19:11:00,0.0,0.0,2.95,5.38,0.0,0.0
2015-01-01 20:11:00,0.0,0.0,3.07,5.72,0.0,0.0
2015-01-01 21:11:00,0.0,0.0,3.19,6.07,0.0,0.0
2015-01-01 22:11:00,0.0,0.0,3.3,6.14,0.0,0.0
2015-01-01 23:11:00,0.0,0.0,3.53,6.21,0.0,0.0
2015-01-02 00:11:00,0.0,0.0,3.74,6.21,0.0,0.0
2015-01-02 01:11:00,0.0,0.0,3.69,6.41,0.0,0.0
2015-01-02 02:11:00,0.0,0.0,3.39,6.55,0.0,0.0
2015-01-02 03:11:00,0.0,0.0,3.98,6.69,0.0,0.0
2015-01-02 04:11:00,0.0,0.0,4.74,6.69,0.0,0.0
2015-01-02 05:11:00,0.0,0.0,4.78,6.69,0.0,0.0
2015-01-02 06:11:00,0.0,0.0,5.4,6.62,0.0,0.0
2015-01-02 07:11:00,0.0,0.0,6.05,6.62,0.0,0.0
2015-01-02 08:11:00,22.68,2.8,6.9,6.55,0.0,4.0824
2015-01-02 09:11:00,99.03,8.6,7.78,6.0,0.0,17.8254
2015-01-02 10:11:00,113.17,12.65,8.45,5.79,0.0,20.3706
2015-01-02 11:11:00,605.86,14.63,7.92,5.86,0.0,109.0548
2015-01-02 12:11:00,624.6,14.35,7.51,5.72,0.0,112.428
2015-01-02 13:11:00,112.81,11.85,7.53,5.93,0.0,20.3058
2015-01-02 14:11:00,81.32,7.34,7.23,5.93,0.0,14.637599999999999
2015-01-02 15:11:00,0.0,0.0,6.46,5.72,0.0,0.0
2015-01-02 16:11:00,0.0,0.0,5.86,5.79,0.0,0.0
2015-01-02 17:11:00,0.0,0.0,5.42,5.72,0.0,0.0
2015-01-02 18:11:00,0.0,0.0,5.05,5.45,0.0,0.0
2015-01-02 19:11:00,0.0,0.0,5.16,5.38,0.0,0.0
2015-01-02 20:11:00,0.0,0.0,4.94,5.38,0.0,0.0
2015-01-02 21:11:00,0.0,0.0,4.83,5.45,0.0,0.0
2015-01-02 22:11:00,0.0,0.0,4.47,5.31,0.0,0.0
2015-01-02 23:11:00,0.0,0.0,4.39,5.24,0.0,0.0
2015-01-03 00:11:00,0.0,0.0,4.45,4.97,0.0,0.0
2015-01-03 01:11:00,0.0,0.0,4.21,4.48,0.0,0.0
2015-01-03 02:11:00,0.0,0.0,3.94,4.0,0.0,0.0
2015-01-03 03:11:00,0.0,0.0,3.5,3.79,0.0,0.0
2015-01-03 04:11:00,0.0,0.0,3.19,3.86,0.0,0.0
2015-01-03 05:11:00,0.0,0.0,3.07,4.14,0.0,0.0
2015-01-03 06:11:00,0.0,0.0,3.06,4.55,0.0,0.0
2015-01-03 07:11:00,0.0,0.0,3.37,4.69,0.0,0.0
2015-01-03 08:11:00,22.56,2.84,3.37,4.9,0.0,4.0607999999999995
2015-01-03 09:11:00,56.82,8.65,3.65,5.31,0.0,10.227599999999999
2015-01-03 10:11:00,70.55,12.72,3.93,5.31,0.0,12.699
2015-01-03 11:11:00,80.48,14.72,3.85,4.83,0.0,14.4864
2015-01-03 12:11:00,112.84,14.45,3.74,4.83,0.0,20.3112
2015-01-03 13:11:00,56.55,11.96,3.49,4.0,0.0,10.178999999999998
2015-01-03 14:11:00,161.6,7.46,3.07,3.45,0.0,29.087999999999997
2015-01-03 15:11:00,0.0,0.0,2.62,3.17,0.0,0.0
2015-01-03 16:11:00,0.0,0.0,2.27,2.9,0.0,0.0
2015-01-03 17:11:00,0.0,0.0,2.08,2.97,0.0,0.0
2015-01-03 18:11:00,0.0,0.0,1.94,3.24,0.0,0.0
2015-01-03 19:11:00,0.0,0.0,1.68,3.38,0.0,0.0
2015-01-03 20:11:00,0.0,0.0,2.12,3.66,0.0,0.0
2015-01-03 21:11:00,0.0,0.0,2.95,3.79,0.0,0.0
2015-01-03 22:11:00,0.0,0.0,3.32,3.72,0.0,0.0
2015-01-03 23:11:00,0.0,0.0,3.27,4.07,0.0,0.0
2015-01-04 00:11:00,0.0,0.0,3.05,4.28,0.0,0.0
2015-01-04 01:11:00,0.0,0.0,2.84,4.21,0.0,0.0
2015-01-04 02:11:00,0.0,0.0,2.56,4.28,0.0,0.0
2015-01-04 03:11:00,0.0,0.0,2.65,4.21,0.0,0.0
2015-01-04 04:11:00,0.0,0.0,2.54,4.07,0.0,0.0
2015-01-04 05:11:00,0.0,0.0,2.39,3.93,0.0,0.0
2015-01-04 06:11:00,0.0,0.0,2.39,3.86,0.0,0.0
2015-01-04 07:11:00,0.0,0.0,2.6,4.0,0.0,0.0
2015-01-04 08:11:00,89.72,2.88,2.82,4.0,0.0,16.1496
2015-01-04 09:11:00,382.38,8.71,3.26,4.07,0.0,68.8284
2015-01-04 10:11:00,500.49,12.8,4.18,4.28,0.0,90.0882
2015-01-04 11:11:00,334.8,14.81,4.98,3.59,0.0,60.264
2015-01-04 12:11:00,558.02,14.56,5.51,4.21,0.0,100.44359999999999
2015-01-04 13:11:00,422.54,12.09,5.57,4.41,0.0,76.0572
2015-01-04 14:11:00,328.36,7.6,5.4,4.0,0.0,59.1048
2015-01-04 15:11:00,0.0,0.0,4.94,3.38,0.0,0.0
2015-01-04 16:11:00,0.0,0.0,4.1,2.9,0.0,0.0
2015-01-04 17:11:00,0.0,0.0,3.32,2.62,0.0,0.0
2015-01-04 18:11:00,0.0,0.0,2.6,2.69,0.0,0.0
2015-01-04 19:11:00,0.0,0.0,2.08,2.55,0.0,0.0
2015-01-04 20:11:00,0.0,0.0,1.91,2.62,0.0,0.0
2015-01-04 21:11:00,0.0,0.0,1.73,2.62,0.0,0.0
2015-01-04 22:11:00,0.0,0.0,1.44,2.69,0.0,0.0
2015-01-04 23:11:00,0.0,0.0,1.45,2.69,0.0,0.0
2015-01-05 00:11:00,0.0,0.0,1.01,2.9,0.0,0.0
2015-01-05 01:11:00,0.0,0.0,0.64,3.1,0.0,0.0
2015-01-05 02:11:00,0.0,0.0,0.47,3.38,0.0,0.0
2015-01-05 03:11:00,0.0,0.0,0.2,3.52,0.0,0.0
2015-01-05 04:11:00,0.0,0.0,0.01,3.52,0.0,0.0
2015-01-05 05:11:00,0.0,0.0,0.02,3.38,0.0,0.0
2015-01-05 06:11:00,0.0,0.0,-0.1,3.24,0.0,0.0
2015-01-05 07:11:00,0.0,0.0,0.73,3.45,0.0,0.0
2015-01-05 08:11:00,10.2,2.93,0.8,3.31,0.0,1.8359999999999999
2015-01-05 09:11:00,57.62,8.78,1.02,3.1,0.0,10.371599999999999
2015-01-05 10:11:00,66.76,12.88,1.48,3.03,0.0,12.0168
2015-01-05 11:11:00,355.22,14.91,1.91,2.97,0.0,63.939600000000006
2015-01-05 12:11:00,528.2,14.68,2.44,3.1,0.0,95.07600000000001
2015-01-05 13:11:00,553.64,12.22,2.7,3.1,0.0,99.6552
2015-01-05 14:11:00,325.32,7.73,2.77,2.34,0.0,58.557599999999994
2015-01-05 15:11:00,0.93,1.59,2.31,1.93,0.0,0.1674
2015-01-05 16:11:00,0.0,0.0,1.78,1.79,0.0,0.0
2015-01-05 17:11:00,0.0,0.0,1.57,1.79,0.0,0.0
2015-01-05 18:11:00,0.0,0.0,1.51,1.79,0.0,0.0
2015-01-05 19:11:00,0.0,0.0,1.48,1.86,0.0,0.0
2015-01-05 20:11:00,0.0,0.0,1.68,1.66,0.0,0.0
2015-01-05 21:11:00,0.0,0.0,1.67,1.66,0.0,0.0
2015-01-05 22:11:00,0.0,0.0,1.66,1.72,0.0,0.0
2015-01-05 23:11:00,0.0,0.0,1.7,1.79,0.0,0.0
2015-01-06 00:11:00,0.0,0.0,1.59,1.79,0.0,0.0
2015-01-06 01:11:00,0.0,0.0,1.66,1.66,0.0,0.0
2015-01-06 02:11:00,0.0,0.0,1.63,1.59,0.0,0.0
2015-01-06 03:11:00,0.0,0.0,1.57,1.59,0.0,0.0
2015-01-06 04:11:00,0.0,0.0,1.51,1.59,0.0,0.0
2015-01-06 05:11:00,0.0,0.0,1.44,1.66,0.0,0.0
2015-01-06 06:11:00,0.0,0.0,1.37,1.72,0.0,0.0
2015-01-06 07:11:00,0.0,0.0,2.27,1.86,0.0,0.0
2015-01-06 08:11:00,12.05,2.98,1.97,1.86,0.0,2.169
2015-01-06 09:11:00,89.07,8.85,2.24,2.0,0.0,16.0326
2015-01-06 10:11:00,215.84,12.97,2.76,2.0,0.0,38.8512
2015-01-06 11:11:00,326.85,15.02,3.38,2.0,0.0,58.833
2015-01-06 12:11:00,295.77,14.81,3.92,2.0,0.0,53.2386
2015-01-06 13:11:00,153.48,12.35,4.17,2.07,0.0,27.626399999999997
2015-01-06 14:11:00,95.33,7.88,3.87,2.07,0.0,17.159399999999998
2015-01-06 15:11:00,5.56,1.73,3.25,2.28,0.0,1.0008
2015-01-06 16:11:00,0.0,0.0,2.3,2.55,0.0,0.0
2015-01-06 17:11:00,0.0,0.0,1.82,2.9,0.0,0.0
2015-01-06 18:11:00,0.0,0.0,1.48,2.9,0.0,0.0
2015-01-06 19:11:00,0.0,0.0,1.49,3.1,0.0,0.0
2015-01-06 20:11:00,0.0,0.0,1.51,3.1,0.0,0.0
2015-01-06 21:11:00,0.0,0.0,1.67,3.1,0.0,0.0
2015-01-06 22:11:00,0.0,0.0,2.31,3.17,0.0,0.0
2015-01-06 23:11:00,0.0,0.0,2.79,3.24,0.0,0.0
2015-01-07 00:11:00,0.0,0.0,3.17,3.17,0.0,0.0
2015-01-07 01:11:00,0.0,0.0,3.83,2.97,0.0,0.0
2015-01-07 02:11:00,0.0,0.0,4.48,3.31,0.0,0.0
2015-01-07 03:11:00,0.0,0.0,4.91,3.72,0.0,0.0
2015-01-07 04:11:00,0.0,0.0,4.85,3.38,0.0,0.0
2015-01-07 05:11:00,0.0,0.0,4.42,2.76,0.0,0.0
2015-01-07 06:11:00,0.0,0.0,3.7,2.34,0.0,0.0
2015-01-07 07:11:00,0.0,0.0,2.53,2.48,0.0,0.0
2015-01-07 08:11:00,60.91,3.05,2.07,2.62,0.0,10.963799999999999
2015-01-07 09:11:00,325.64,8.93,2.53,2.69,0.0,58.615199999999994
2015-01-07 10:11:00,300.74,13.07,3.28,3.1,0.0,54.1332
2015-01-07 11:11:00,288.93,15.14,3.71,3.66,0.0,52.0074
2015-01-07 12:11:00,560.82,14.94,3.98,4.0,0.0,100.94760000000001
2015-01-07 13:11:00,507.77,12.5,4.06,3.79,0.0,91.39859999999999
2015-01-07 14:11:00,356.66,8.03,4.11,3.38,0.0,64.1988
2015-01-07 15:11:00,7.42,1.89,3.78,3.1,0.0,1.3356
2015-01-07 16:11:00,0.0,0.0,3.08,3.17,0.0,0.0
2015-01-07 17:11:00,0.0,0.0,2.74,3.38,0.0,0.0
2015-01-07 18:11:00,0.0,0.0,2.63,3.66,0.0,0.0
2015-01-07 19:11:00,0.0,0.0,2.86,4.07,0.0,0.0
2015-01-07 20:11:00,0.0,0.0,2.56,4.28,0.0,0.0
2015-01-07 21:11:00,0.0,0.0,2.33,4.48,0.0,0.0
2015-01-07 22:11:00,0.0,0.0,2.07,4.55,0.0,0.0
2015-01-07 23:11:00,0.0,0.0,2.03,4.76,0.0,0.0
2015-01-08 00:11:00,0.0,0.0,2.32,4.97,0.0,0.0
2015-01-08 01:11:00,0.0,0.0,2.66,5.03,0.0,0.0
2015-01-08 02:11:00,0.0,0.0,3.22,5.1,0.0,0.0
2015-01-08 03:11:00,0.0,0.0,3.8,5.24,0.0,0.0
2015-01-08 04:11:00,0.0,0.0,4.23,5.17,0.0,0.0
2015-01-08 05:11:00,0.0,0.0,4.44,5.1,0.0,0.0
2015-01-08 06:11:00,0.0,0.0,4.34,5.03,0.0,0.0
2015-01-08 07:11:00,0.0,0.0,4.71,4.83,0.0,0.0
2015-01-08 08:11:00,20.71,3.11,5.31,4.9,0.0,3.7278000000000002
2015-01-08 09:11:00,93.04,9.01,5.82,5.03,0.0,16.7472
2015-01-08 10:11:00,86.29,13.17,6.22,4.9,0.0,15.532200000000001
2015-01-08 11:11:00,68.61,15.26,6.52,4.76,0.0,12.3498
2015-01-08 12:11:00,37.08,15.08,6.6,4.62,0.0,6.6743999999999994
2015-01-08 13:11:00,35.23,12.65,6.84,4.9,0.0,6.341399999999999
2015-01-08 14:11:00,28.74,8.19,7.15,4.55,0.0,5.1732
2015-01-08 15:11:00,6.49,2.05,7.27,4.28,0.0,1.1682
2015-01-08 16:11:00,0.0,0.0,6.91,3.45,0.0,0.0
2015-01-08 17:11:00,0.0,0.0,6.13,4.14,0.0,0.0
2015-01-08 18:11:00,0.0,0.0,5.41,4.0,0.0,0.0
2015-01-08 19:11:00,0.0,0.0,5.55,4.34,0.0,0.0
2015-01-08 20:11:00,0.0,0.0,5.44,4.55,0.0,0.0
2015-01-08 21:11:00,0.0,0.0,4.99,4.62,0.0,0.0
2015-01-08 22:11:00,0.0,0.0,4.74,4.55,0.0,0.0
2015-01-08 23:11:00,0.0,0.0,4.58,4.55,0.0,0.0
2015-01-09 00:11:00,0.0,0.0,4.33,4.41,0.0,0.0
2015-01-09 01:11:00,0.0,0.0,4.67,4.76,0.0,0.0
2015-01-09 02:11:00,0.0,0.0,4.91,5.24,0.0,0.0
2015-01-09 03:11:00,0.0,0.0,5.06,5.86,0.0,0.0
2015-01-09 04:11:00,0.0,0.0,5.25,6.14,0.0,0.0
2015-01-09 05:11:00,0.0,0.0,5.7,6.76,0.0,0.0
2015-01-09 06:11:00,0.0,0.0,6.2,7.79,0.0,0.0
2015-01-09 07:11:00,0.0,0.0,6.92,8.83,0.0,0.0
2015-01-09 08:11:00,20.5,3.19,7.21,8.97,0.0,3.69
2015-01-09 09:11:00,28.74,9.11,7.53,8.9,0.0,5.1732
2015-01-09 10:11:00,30.59,13.29,8.11,8.55,0.0,5.5062
2015-01-09 11:11:00,43.57,15.39,8.86,8.14,0.0,7.8426
2015-01-09 12:11:00,103.87,15.23,9.58,7.93,0.0,18.6966
2015-01-09 13:11:00,130.77,12.81,9.97,7.66,0.0,23.538600000000002
2015-01-09 14:11:00,31.52,8.35,10.16,7.45,0.0,5.6735999999999995
2015-01-09 15:11:00,4.64,2.22,9.94,6.83,0.0,0.8351999999999999
2015-01-09 16:11:00,0.0,0.0,9.73,6.21,0.0,0.0
2015-01-09 17:11:00,0.0,0.0,9.43,5.72,0.0,0.0
2015-01-09 18:11:00,0.0,0.0,8.42,5.45,0.0,0.0
2015-01-09 19:11:00,0.0,0.0,7.36,5.17,0.0,0.0
2015-01-09 20:11:00,0.0,0.0,7.66,4.62,0.0,0.0
2015-01-09 21:11:00,0.0,0.0,8.03,4.9,0.0,0.0
2015-01-09 22:11:00,0.0,0.0,8.77,5.72,0.0,0.0
2015-01-09 23:11:00,0.0,0.0,10.52,7.1,0.0,0.0
2015-01-10 00:11:00,0.0,0.0,11.63,7.93,0.0,0.0
2015-01-10 01:11:00,0.0,0.0,11.83,7.93,0.0,0.0
2015-01-10 02:11:00,0.0,0.0,11.83,7.59,0.0,0.0
2015-01-10 03:11:00,0.0,0.0,11.78,7.31,0.0,0.0
2015-01-10 04:11:00,0.0,0.0,11.62,6.97,0.0,0.0
2015-01-10 05:11:00,0.0,0.0,11.29,6.9,0.0,0.0
2015-01-10 06:11:00,0.0,0.0,11.01,7.03,0.0,0.0
2015-01-10 07:11:00,0.0,0.0,11.27,7.79,0.0,0.0
2015-01-10 08:11:00,9.27,3.27,10.87,8.28,0.0,1.6685999999999999
2015-01-10 09:11:00,46.09,9.21,10.64,8.55,0.0,8.2962
2015-01-10 10:11:00,56.55,13.41,10.54,8.9,0.0,10.178999999999998
2015-01-10 11:11:00,61.19,15.53,10.69,9.1,0.0,11.014199999999999
2015-01-10 12:11:00,33.38,15.38,10.86,9.24,0.0,6.0084
2015-01-10 13:11:00,84.43,12.97,10.94,9.1,0.0,15.1974
2015-01-10 14:11:00,12.05,8.52,10.05,8.97,0.0,2.169
2015-01-10 15:11:00,19.79,2.39,7.82,7.24,0.0,3.5622
2015-01-10 16:11:00,0.0,0.0,7.29,7.1,0.0,0.0
2015-01-10 17:11:00,0.0,0.0,6.46,7.1,0.0,0.0
2015-01-10 18:11:00,0.0,0.0,5.82,6.9,0.0,0.0
2015-01-10 19:11:00,0.0,0.0,5.54,6.48,0.0,0.0
2015-01-10 20:11:00,0.0,0.0,5.11,6.28,0.0,0.0
2015-01-10 21:11:00,0.0,0.0,4.76,6.07,0.0,0.0
2015-01-10 22:11:00,0.0,0.0,4.44,5.93,0.0,0.0
2015-01-10 23:11:00,0.0,0.0,4.18,5.86,0.0,0.0
2015-01-11 00:11:00,0.0,0.0,3.84,5.59,0.0,0.0
2015-01-11 01:11:00,0.0,0.0,3.58,5.38,0.0,0.0
2015-01-11 02:11:00,0.0,0.0,3.38,5.31,0.0,0.0
2015-01-11 03:11:00,0.0,0.0,3.2,5.38,0.0,0.0
2015-01-11 04:11:00,0.0,0.0,3.18,5.59,0.0,0.0
2015-01-11 05:11:00,0.0,0.0,2.96,5.72,0.0,0.0
2015-01-11 06:11:00,0.0,0.0,2.96,5.93,0.0,0.0
2015-01-11 07:11:00,0.0,0.0,2.9,6.28,0.0,0.0
2015-01-11 08:11:00,6.49,3.36,2.88,6.21,0.0,1.1682
2015-01-11 09:11:00,218.36,9.32,3.16,6.76,0.0,39.3048
2015-01-11 10:11:00,584.21,13.53,3.66,6.48,0.0,105.15780000000001
2015-01-11 11:11:00,521.17,15.68,3.87,6.48,0.0,93.8106
2015-01-11 12:11:00,142.36,15.54,4.44,5.38,0.0,25.6248
2015-01-11 13:11:00,125.1,13.14,4.77,6.83,0.0,22.517999999999997
2015-01-11 14:11:00,68.74,8.7,4.94,6.48,0.0,12.373199999999999
2015-01-11 15:11:00,90.67,2.57,4.82,6.21,0.0,16.3206
2015-01-11 16:11:00,0.0,0.0,4.24,5.93,0.0,0.0
2015-01-11 17:11:00,0.0,0.0,4.22,5.93,0.0,0.0
2015-01-11 18:11:00,0.0,0.0,4.58,6.21,0.0,0.0
2015-01-11 19:11:00,0.0,0.0,4.56,6.62,0.0,0.0
2015-01-11 20:11:00,0.0,0.0,4.48,6.48,0.0,0.0
2015-01-11 21:11:00,0.0,0.0,4.74,6.48,0.0,0.0
2015-01-11 22:11:00,0.0,0.0,4.9,6.07,0.0,0.0
2015-01-11 23:11:00,0.0,0.0,4.83,5.59,0.0,0.0
2015-01-12 00:11:00,0.0,0.0,4.88,5.45,0.0,0.0
2015-01-12 01:11:00,0.0,0.0,4.9,5.31,0.0,0.0
2015-01-12 02:11:00,0.0,0.0,5.6,5.45,0.0,0.0
2015-01-12 03:11:00,0.0,0.0,5.77,5.52,0.0,0.0
2015-01-12 04:11:00,0.0,0.0,5.92,5.66,0.0,0.0
2015-01-12 05:11:00,0.0,0.0,6.08,6.0,0.0,0.0
2015-01-12 06:11:00,0.0,0.0,6.26,6.07,0.0,0.0
2015-01-12 07:11:00,0.0,0.0,6.41,6.34,0.0,0.0
2015-01-12 08:11:00,11.13,3.46,6.46,6.55,0.0,2.0034
2015-01-12 09:11:00,84.3,9.43,6.45,7.1,0.0,15.174
2015-01-12 10:11:00,38.01,13.67,6.55,7.38,0.0,6.841799999999999
2015-01-12 11:11:00,28.74,15.83,6.73,7.45,0.0,5.1732
2015-01-12 12:11:00,25.96,15.71,6.98,7.38,0.0,4.6728
2015-01-12 13:11:00,25.03,13.32,7.31,7.24,0.0,4.5054
2015-01-12 14:11:00,27.81,8.88,7.75,7.31,0.0,5.0058
2015-01-12 15:11:00,19.49,2.75,8.1,7.17,0.0,3.5081999999999995
2015-01-12 16:11:00,0.0,0.0,8.35,6.9,0.0,0.0
2015-01-12 17:11:00,0.0,0.0,8.53,6.83,0.0,0.0
2015-01-12 18:11:00,0.0,0.0,8.59,6.69,0.0,0.0
2015-01-12 19:11:00,0.0,0.0,8.41,6.97,0.0,0.0
2015-01-12 20:11:00,0.0,0.0,8.63,6.76,0.0,0.0
2015-01-12 21:11:00,0.0,0.0,8.65,6.41,0.0,0.0
2015-01-12 22:11:00,0.0,0.0,8.35,6.34,0.0,0.0
2015-01-12 23:11:00,0.0,0.0,8.46,6.69,0.0,0.0
2015-01-13 00:11:00,0.0,0.0,8.59,6.9,0.0,0.0
2015-01-13 01:11:00,0.0,0.0,8.59,6.69,0.0,0.0
2015-01-13 02:11:00,0.0,0.0,8.66,6.55,0.0,0.0
2015-01-13 03:11:00,0.0,0.0,8.81,6.55,0.0,0.0
2015-01-13 04:11:00,0.0,0.0,9.04,6.83,0.0,0.0
2015-01-13 05:11:00,0.0,0.0,9.08,7.1,0.0,0.0
2015-01-13 06:11:00,0.0,0.0,9.02,7.31,0.0,0.0
2015-01-13 07:11:00,0.0,0.0,9.2,7.17,0.0,0.0
2015-01-13 08:11:00,3.71,3.57,9.23,7.03,0.0,0.6678
2015-01-13 09:11:00,32.45,9.55,9.28,6.9,0.0,5.841
2015-01-13 10:11:00,37.08,13.81,9.24,6.69,0.0,6.6743999999999994
2015-01-13 11:11:00,25.03,15.99,9.39,6.83,0.0,4.5054
2015-01-13 12:11:00,43.57,15.88,9.36,7.24,0.0,7.8426
2015-01-13 13:11:00,28.74,13.5,9.23,7.03,0.0,5.1732
2015-01-13 14:11:00,55.21,9.07,9.07,6.34,0.0,9.9378
2015-01-13 15:11:00,1.85,2.94,8.74,4.97,0.0,0.333
2015-01-13 16:11:00,0.0,0.0,8.04,3.72,0.0,0.0
2015-01-13 17:11:00,0.0,0.0,7.41,3.17,0.0,0.0
2015-01-13 18:11:00,0.0,0.0,6.93,3.93,0.0,0.0
2015-01-13 19:11:00,0.0,0.0,7.19,4.69,0.0,0.0
2015-01-13 20:11:00,0.0,0.0,7.28,5.52,0.0,0.0
2015-01-13 21:11:00,0.0,0.0,6.75,5.38,0.0,0.0
2015-01-13 22:11:00,0.0,0.0,6.25,5.1,0.0,0.0
2015-01-13 23:11:00,0.0,0.0,5.72,4.55,0.0,0.0
2015-01-14 00:11:00,0.0,0.0,5.43,4.07,0.0,0.0
2015-01-14 01:11:00,0.0,0.0,5.14,4.0,0.0,0.0
2015-01-14 02:11:00,0.0,0.0,5.08,4.48,0.0,0.0
2015-01-14 03:11:00,0.0,0.0,5.26,5.03,0.0,0.0
2015-01-14 04:11:00,0.0,0.0,4.73,6.14,0.0,0.0
2015-01-14 05:11:00,0.0,0.0,4.43,5.45,0.0,0.0
2015-01-14 06:11:00,0.0,0.0,4.02,5.24,0.0,0.0
2015-01-14 07:11:00,0.0,0.0,3.5,5.31,0.0,0.0
2015-01-14 08:11:00,6.49,3.68,3.45,5.24,0.0,1.1682
2015-01-14 09:11:00,91.92,9.68,3.88,5.24,0.0,16.5456
2015-01-14 10:11:00,52.85,13.96,4.24,5.17,0.0,9.513
2015-01-14 11:11:00,68.61,16.15,4.59,4.69,0.0,12.3498
2015-01-14 12:11:00,167.23,16.06,4.48,5.03,0.0,30.101399999999998
2015-01-14 13:11:00,145.39,13.69,4.13,5.52,0.0,26.170199999999998
2015-01-14 14:11:00,148.72,9.26,3.93,5.45,0.0,26.7696
2015-01-14 15:11:00,19.43,3.13,3.43,5.24,0.0,3.4974
2015-01-14 16:11:00,0.0,0.0,3.11,4.41,0.0,0.0
2015-01-14 17:11:00,0.0,0.0,2.71,4.0,0.0,0.0
2015-01-14 18:11:00,0.0,0.0,2.52,3.93,0.0,0.0
2015-01-14 19:11:00,0.0,0.0,2.22,4.0,0.0,0.0
2015-01-14 20:11:00,0.0,0.0,1.9,4.14,0.0,0.0
2015-01-14 21:11:00,0.0,0.0,1.74,4.07,0.0,0.0
2015-01-14 22:11:00,0.0,0.0,1.68,4.21,0.0,0.0
2015-01-14 23:11:00,0.0,0.0,1.97,4.41,0.0,0.0
2015-01-15 00:11:00,0.0,0.0,2.49,4.76,0.0,0.0
2015-01-15 01:11:00,0.0,0.0,2.92,5.1,0.0,0.0
2015-01-15 02:11:00,0.0,0.0,3.51,5.59,0.0,0.0
2015-01-15 03:11:00,0.0,0.0,4.32,6.0,0.0,0.0
2015-01-15 04:11:00,0.0,0.0,5.01,6.28,0.0,0.0
2015-01-15 05:11:00,0.0,0.0,5.46,6.55,0.0,0.0
2015-01-15 06:11:00,0.0,0.0,6.04,6.97,0.0,0.0
2015-01-15 07:11:00,0.0,0.0,7.17,7.24,0.0,0.0
2015-01-15 08:11:00,12.98,3.8,7.58,7.59,0.0,2.3364
2015-01-15 09:11:00,106.51,9.82,7.87,7.59,0.0,19.1718
2015-01-15 10:11:00,73.91,14.12,8.18,7.59,0.0,13.303799999999999
2015-01-15 11:11:00,121.05,16.33,8.51,7.59,0.0,21.788999999999998
2015-01-15 12:11:00,84.82,16.25,8.44,7.45,0.0,15.267599999999998
2015-01-15 13:11:00,96.79,13.88,8.38,7.38,0.0,17.4222
2015-01-15 14:11:00,71.18,9.46,8.42,7.17,0.0,12.8124
2015-01-15 15:11:00,21.87,3.33,8.4,7.03,0.0,3.9366
2015-01-15 16:11:00,0.0,0.0,8.35,7.1,0.0,0.0
2015-01-15 17:11:00,0.0,0.0,8.29,7.1,0.0,0.0
2015-01-15 18:11:00,0.0,0.0,8.22,6.62,0.0,0.0
2015-01-15 19:11:00,0.0,0.0,8.0,6.14,0.0,0.0
2015-01-15 20:11:00,0.0,0.0,7.63,6.07,0.0,0.0
2015-01-15 21:11:00,0.0,0.0,7.41,5.86,0.0,0.0
2015-01-15 22:11:00,0.0,0.0,6.99,5.45,0.0,0.0
2015-01-15 23:11:00,0.0,0.0,6.34,5.38,0.0,0.0
2015-01-16 00:11:00,0.0,0.0,5.74,5.52,0.0,0.0
2015-01-16 01:11:00,0.0,0.0,5.47,5.59,0.0,0.0
2015-01-16 02:11:00,0.0,0.0,5.38,5.59,0.0,0.0
2015-01-16 03:11:00,0.0,0.0,5.25,5.52,0.0,0.0
2015-01-16 04:11:00,0.0,0.0,5.18,5.24,0.0,0.0
2015-01-16 05:11:00,0.0,0.0,4.92,5.03,0.0,0.0
2015-01-16 06:11:00,0.0,0.0,4.63,4.76,0.0,0.0
2015-01-16 07:11:00,0.0,0.0,4.75,4.48,0.0,0.0
2015-01-16 08:11:00,175.38,3.92,4.47,4.21,0.0,31.568399999999997
2015-01-16 09:11:00,425.08,9.96,4.81,4.07,0.0,76.5144
